comment_message,Sentiment
Do you mind to clear the cache and browsing history then try again :),positive
Log in via PC or phone also same.. can't log in ?????? [[PHOTO]],neutral
On 4.5.2016... Hehe i love to online shopping on Zalora.. Tq so much Zalora...,positive
Thanks so much for that<3,positive
ur welcome ^_^,positive
Thanks so much!!,positive
<3,positive
ZALORA  ur welcome... ;),positive
:D,positive
Last year...??,neutral
much needed comment!<3 This,positive
Echen!,neutral
We miss you!,neutral
<3,positive
I miss zalora too....??,neutral
I want to shopping again..but now i need baju raya set family...??,neutral
We hope to see you soon!,neutral
<3,positive
??,neutral
Yesterday,neutral
Thank you!,neutral
<3,positive
Regular customer...shud get more discount every purchase,positive
Hahaha,positive
Hahahaha!,positive
We always having promotions!,neutral
Do check it out!,neutral
<3 Thanks so much for the support!,positive
Only 1 purchase not yet delivered,neutral
I have ordered several times and I don't receive my orders,neutral
absolutely right  could not agree more,positive
Really?,positive
Do you mind to PM us and tell us when was this?,neutral
We are here to help!,neutral
:),positive
Last month...I indicated my address and phone enumber I do t see any call or reply...,neutral
May you kindly PM us the order number and let us help you.,positive
:),positive
Since february 2016,neutral
Hey!,neutral
We miss you!,neutral
Last week hihi,neutral
Hope to see you soon!,neutral
last week??,neutral
Thanks!,positive
<3,positive
Yesterday,neutral
Thanks!,positive
<3,positive
yesterday :D,positive
Thanks so much!,positive
:),positive
Today,neutral
Thanks!,positive
<3,positive
Never..,neutral
Come and join us!,neutral
www.zalora.com.my :D [[SHARE]],positive
3 or 4yrs ago,neutral
wow.. Where have you been?,positive
Last month.. Every time i order.,neutral
My order will always come..,neutral
Thanks Zalora,positive
Thanks so much!,positive
Hope to see you again!,neutral
<3,positive
Anything  about    is really important,positive
Before they introduced gst.,neutral
2 years ago.,neutral
Cc Fateen Anezza II,neutral
Long time agoo..hahaha...,negative
"Congratulations @ferynalisha @yogashyogg @carisgoh, loving your all your #zbestfgiftformom ??? Please DM us your name, contact number and email address to claim your prize ??",positive
Got so many items?? gonna do online shopping when I'm free,positive
Yeahh!,neutral
Hehehe!,neutral
<3,positive
Shift,neutral
Online zalora@Rizalman now,neutral
Cantik sgt...????,neutral
????,neutral
Halooooooo,neutral
????????????,neutral
nice,positive
Terbaik!!,neutral
!Rizalman ????????,neutral
Tudiaaaa tumit kasutttt ??,neutral
Omg omg omg!,neutral
nn mmm,neutral
Kt mna ni?,neutral
Wow,positive
??,neutral
Piwettttt,neutral
[[STICKER]],neutral
??????????,neutral
?,neutral
Nurul' Ain Binti Adnan xnmpk pun,neutral
Dr Rizalman,neutral
Rizal Hanif Hantu Raya Zukarnain Zoocarnine Zainal Faris Asri Mohamad Hamizan,neutral
wow best nya,positive
Zoo,neutral
For a second I tot there will be animals coming out without seeing who posted this.,neutral
Zoo,neutral
Zoo,neutral
Y fashion show at Zoo??,neutral
?,neutral
Lamanye,neutral
Awesome,positive
??,neutral
Patot la Jauhari Razali busy.,positive
Kan Selwyn Adriel Moses,neutral
pls reply my message ?,neutral
Hey Syakila!,neutral
Checked and replied!,neutral
:),positive
Important Info !,positive
BEWARE BEFORE BUYING ANYTHING from this #poplook premium range for Zalora.,neutral
I bought this item from Zalora and did not realise that it is non refundable / exchangeable unlike the other products.,negative
It did not fit well on me and I would like to return it but realise that I could not and it costs RM 219!!,negative
It does not make any sense to me to not be able to make a choice after trying or even to exchange it to something that fits.,positive
Now I can only leave it sitting in my cupboard or throwing out a perfectly beautiful piece of clothing.,positive
Hi You Ting Tan.,neutral
"POPLOOK Premium for ZALORA, is a non-returnable item.",neutral
"Which means that, this item is not valid for returns, refunds and exchanges.",neutral
It is stated at the website on the page of the item.,neutral
We are so sorry.,negative
ZALORA have you ever wondered why this particular item is non returnable?,positive
May I know why?,neutral
It is not an underwear or jewellery which will be soiled.,neutral
Especially due to the price range I would expect a decent amount of right as a consumer.,positive
"It is stated in the small print on the website, which is very obscure.",negative
I recommend you make it as obvious as possible the terms of this item as I believe that anyone who buy this item will feel cheated just like me if it does not fit.,negative
ZALORA I admit that it is my fault for not looking at the fine print of each and every one of the items I put in my basket but anyway I will not take the risk of this by purchasing from Zalora in the future.,positive
"Even though your customer service has replied very promptly and I'm so far satisfied with the speed of response but with such illogical terms that I cannot receive any further explanation via email and here other than it is stated on the website ( fine print ) and sorry can't help you there, it is simply unacceptable.",positive
Also you cannot highlight 30 day free returns as per the photo attached as this is misleading.,positive
It implies that everything on the site is eligible for 30 day free returns.,positive
I feel extremely cheated.,negative
[[PHOTO]],neutral
Pm,neutral
Hi!,neutral
You can go to this link: http://www.zalora.com.my/bellaammara-z-eid/ [[SHARE]],neutral
Grace Dhliwayo nd Aaron El-macho Thomas,neutral
Just what I need!,neutral
That bag??,neutral
Done,neutral
"Maaf,  camne nak cari baju Lubna pink ni?",negative
Saya search kat zalora on9 takde.,neutral
Kalau ada saya nk tempah.,neutral
beautiful,positive
Open to public?,neutral
"ARE YOU SEEKING FOR RICH SUGAR MUMMY/DADDY/LESBIANS/GAY/IN MALAYSIA AND SINGAPORE, IF INTERESTED CONTACT SUGAR MUMMY HOOKUP AGENCY IN ASIA(whatsapp ""Whatsapp -Alex Chong(+601133643045)"".",positive
"Welcome to Asia's First, Reliable Dating Agency.",positive
"We have a wonderful influential network of MUMMY/DADDY/LESBIANS/GAY/ ranging from Government Officials, Politicians, Executive, Money Bag Business Personality, Hotel owners, Engineers, Doctors Gold Men and Women.",positive
We have influential sugar Mummies and Daddies.,neutral
Be among the people to get our exclusive connections.,neutral
Get the opportunity to meet them.,neutral
"We have sugar mummies all over Asia, who are willing to lavish money on you,Whatsapp -Alex Chong(+601133643045) to get connected within 24hours.",positive
"A night with Sugar Mummy or Daddy is rm 4,000.00 when you are able to satisfy your mummy emotionally per night.CONTACT OUR BEST AGENT NOW ALEX CHONG ON WHATSAPP -(+601133643045) AND BOOST YOUR INCOME",positive
PM FOR GIGOLO SERVICES....PM FOR GIGOLO SERVICES,neutral
[[STICKER]],neutral
wallahhhhhhhhhhhhh...,neutral
Pehh terbaik..,neutral
what song ya?,neutral
I saw hairul azreen,neutral
????,neutral
Where that !,neutral
!,neutral
Glasshouse?,neutral
?,neutral
Yunie Yusnaini must watch??????,neutral
Karine Foo,neutral
Cantekkkk,neutral
This is the jovian collection right,positive
"ARE YOU SEEKING FOR RICH SUGAR MUMMY/DADDY/LESBIANS/GAY/IN MALAYSIA AND SINGAPORE, IF INTERESTED CONTACT SUGAR MUMMY HOOKUP AGENCY IN ASIA(whatsapp ""Whatsapp -Alex Chong(+601133643045)"".",positive
"Welcome to Asia's First, Reliable Dating Agency.",positive
"We have a wonderful influential network of MUMMY/DADDY/LESBIANS/GAY/ ranging from Government Officials, Politicians, Executive, Money Bag Business Personality, Hotel owners, Engineers, Doctors Gold Men and Women.",positive
We have influential sugar Mummies and Daddies.,neutral
Be among the people to get our exclusive connections.,neutral
Get the opportunity to meet them.,neutral
"We have sugar mummies all over Asia, who are willing to lavish money on you,Whatsapp -Alex Chong(+601133643045) to get connected within 24hours.",positive
"A night with Sugar Mummy or Daddy is rm 4,000.00 when you are able to satisfy your mummy emotionally per night.CONTACT OUR BEST AGENT NOW ALEX CHONG ON WHATSAPP -(+601133643045) AND BOOST YOUR INCOME",positive
PM FOR GIGOLO SERVICES....PM FOR GIGOLO SERVICES,neutral
pls refund,neutral
Jemira Azis,neutral
????????,neutral
??,neutral
????????,neutral
Sorry to say pattern bju dia looks exactly like last year cuma guna kain bercorak ja.. ??,negative
????,neutral
It's ok...just 4 fun.,positive
Not so serious issue????,negative
Jancok,neutral
Price needs to more cheap,positive
Hi,neutral
Zalora is the best,positive
Kipdap kipdap kipdap,neutral
Meletop,neutral
Hatta,neutral
??????,neutral
????,neutral
Wow,positive
wow,positive
"My nk jd model , really really if have that chance",positive
??,neutral
My name is Jun Kit.,neutral
Really really appreciate,positive
Cool,positive
Zalora best fasion modil@ph!phillipinrd,positive
Lagu org kelate ke?,neutral
Wowee,neutral
WTH...,neutral
where is yunaa,neutral
Wow really good,positive
Test,neutral
Wow!,positive
n,neutral
Cool,positive
Lol,positive
????????,neutral
My sis pernah beli baju kt zalora tp indah khabAr dari rupa..bkn 1 tp byk pun cmtu..feeling serik..,neutral
Terbaikkk,neutral
Very nice...can copyright dis for raya festive,positive
Waiting for boys collection,neutral
For guy have?,neutral
OMG,neutral
Nice!!,positive
??,neutral
Very nice,positive
??,neutral
Elegant... ??????,positive
looking forward to see from hattadolmat.hdc collections,neutral
I like everything in zalora omg!!,neutral
!??????,neutral
[[STICKER]],neutral
Love it,positive
Nice..,positive
wow,positive
I like all dress from zalora.,neutral
N heel i oder every month.,neutral
Lol check aut my name  Romy Akhtar,positive
Kenapa si kasman  tidur sudah??????,neutral
[[STICKER]],neutral
Ddy baju raya Elyiaz Firdauz,neutral
Jauhari Razali Adriel Selwyn,neutral
Hahahaha dah teruk dah kau ni mir!,positive
!,neutral
Rozfalily Mustafa,neutral
Shera Zara,neutral
Shopping time!??,neutral
Online Shopping Fashion Store ??,neutral
"Enter voucher code ""zbapulq "" to get 15% off for your purchases at Zalora!",neutral
??,neutral
Log on to www.zalora.com.my and shop now!,neutral
Happy shopping!,positive
[[SHARE]],neutral
Wow,positive
Nice????,neutral
Niceee ????????????,neutral
Tak terang ler.,neutral
Cant see it clear because the light is so bright,positive
??????,neutral
????,neutral
Wow,positive
Waw,neutral
[[STICKER]],neutral
????????,neutral
????????????????,neutral
Mel Ahmad Preity Honey Yda Wahida Munirah Talib Izani Izza,neutral
Adrina Suhaidi,neutral
Alhamdulillah the green hijab is really nice.,positive
All are nice infact??.,positive
Pwd po tanong magkano ung watch niyo pangatlo?,neutral
Julius Erick Evangelista ito pa,neutral
Great stuff sistah Lim Li Qing !,positive
Elin Chak tq sister,neutral
Thanks Elin!,positive
Fara Edayu,neutral
Azzahra Taha,neutral
Great stuff Lim Li Qing,positive
Fara Edayu,neutral
"Join hay day ""DERBY CAPTAIN """,neutral
omg so nice liao,positive
I also think it's quite nice lor =D,positive
How much,positive
Hi Norgie!,neutral
The Air Max 90 is currently priced at RM 499.,neutral
Hop over to this link: http://www.zalora.com.my/nike-air-max-90-ultra-essential-grey-white-622606.html should you be interested to place an order!,positive
:) [[SHARE]],positive
How much the price,positive
Hi War Soe!,neutral
The Air Max 90 is currently available on our website at RM 499.,positive
Do drop by http://www.zalora.com.my/nike-air-max-90-ultra-essential-grey-white-622606.html for more details.,positive
Hope this helps!,neutral
:D [[SHARE]],positive
1 word: Beautiful!,positive
Thank you!,neutral
<3,positive
Hm,neutral
Ko la beli..ko pakai br cntik...tk tido ke ji,neutral
Ouhh...baby da tido ke,neutral
Blm lg ni br nk tdo,neutral
Seluar dgn blouse tu cntik ..,neutral
wow nice pic,positive
Francesca Kepeli ??????,neutral
3 times,neutral
Nor Hafidzah  ????batrisyaaaaaa...,neutral
"Kim Hyorin Siew Ling Lee Shin May Alice Yuen Congratulations ladies, you have been selected as our top 3 entries !",positive
"Please PM us your name, contact number and e-mail address to claim your prize before 6pm 24th March 2016.",neutral
"As for the rest, Thanks for participating !",positive
PM done....Thank you zalora :),positive
Alice Yuen Thanks!,positive
:),positive
Details sent!,neutral
"Thank you so much, ZALORA !",positive
??,neutral
Kim Hyorin Siew Ling Hi!,neutral
Please kindly PM us your details again as we didn't received them.,positive
ZALORA I am resending my details... Can you receive it?,neutral
O.o,positive
"My special someone who inspires me to become who I am today and pushes me to achieve my dreams in life is none other than my beloved mother, Madam Annie.",positive
Below are the reasons why she is the most inspiring woman in my life.,positive
(Z) Zip away my problems !,neutral
I am a pessimist person who worries about everything.,neutral
"When things are too overwhelming for me to handle, I will always come running towards my mother to find comfort and solace.",positive
She has always been my personal cheerleader and motivator who never fails to put a smile on my face.,positive
"When I needed her support, she will always be there.",neutral
"No matter how challenging my life would be, my mother will always find rainbows in between the clouds and she always knows what to do to calm down her little girl.",positive
My mother is definitely my happy pill !,positive
(A) Ambitious !,positive
"Five years ago, I was confused about life and I didn't know how or what I wanted to do with my life when I completed my study in secondary school.",negative
My mother suggested that I should become a teacher so I followed her advice and applied a local university which specialises in teaching field.,neutral
"Sometimes, I lamented about how difficult teaching could be and she gave a terrible suggestion to my life.",negative
"However, she always tells me to be patient and try to see the beauty in teaching.",neutral
My first teaching experience was a blessing as I met a bunch of amazing kids who gave meanings to my career.,positive
"Slowly, I found passion in teaching and honestly, I can't imagine myself doing something else rather than ""to educate"".",positive
My mother is ambitious as she always believes in me.,positive
My mother knows best and she gives me a meaningful life.,positive
(L) Love has diversity !,positive
My mother is a great philosopher as she always gives good advice about life.,positive
She always tells me that love has diversity because there are different types of love exist in this world; love between humans and love for Mother Nature (animals and plants).,positive
"Even though Mother Nature cannot speak, we need to take good care of it because this is our responsibility.",positive
"She always feeds stray animals around our neighborhood and every evening, we will tend our mini garden together.",neutral
She moulds me  into someone who appreciates Mother Nature and I am thankful for that.,neutral
(O) Optimistic !,neutral
"My mother is the most optimistic person in my family, as she always stays compost and happy even though problems arise in our life.",positive
"When my father was sick and needed medical assistance, I cried.",negative
"From the outside, I pretended to be strong but I was scared.",positive
"Even though I didn't say a word about my fears, my mother knows best!",positive
She strengthened my spirit by being optimistic and she gave hopes to me and my father.,neutral
"She made jokes and laughed, which made me less worry about life.",positive
"Even though life was tough back then, I hold on and completed my study.",negative
"My mother has passed down her  strength to me but I just hope that I can learn to be more optimistic about life, just like my mother.",positive
(R) Run !,neutral
"Life is too short to hold back, so you better run instead of slacking off and stop your dreams halfway.",positive
My mother always says that to motivate me as I am a slow - achiever.,negative
I love to take things slowly and relax.,positive
"However, my mother pushes me to my limit and she is the reason why I am who I am today!",neutral
"No doubt that I am still a lazy person deep down, but I know my responsibility and I try my best to be ""a little bit hardworking"".",positive
(A) Aim high !,positive
Aim high!,positive
is my mother's motto for me.,neutral
"No matter how weak you think you are, you are special and you have potential to achieve your dreams, as long as you are willing  to work hard for it.",negative
My mother believes in me and she motivates me to try my best in achieving my dreams.,positive
Her motivations drive me to try my hardest and her motivational words push me to achieve my goals in life.,neutral
My mother is the special woman who drives me to success and she moulds me into who I am today.,positive
That is the beauty of mother's love.,positive
????,neutral
Yes me too definitely much mother.,positive
She taught me not to give up in my life no matter whatever blocks stumble' s upon me and she inspire me to keep going.She' s behind the reason for who I am now.,negative
Thanks mum and Happy Women's Day.,positive
My biggest inspiration is my mom.,neutral
"She taught me the skills to make the right choices in my life, career, health.",positive
"She motivates me to be a responsible adult, mother and wife.",positive
I too hope that one day my kids will look up to me and tell me that I am their biggest inspiration.,neutral
Happy International Women's Day ladies.. <3,positive
"Teeng Teeng~ my sister , my forever heroine .",neutral
She's 24th this year and she never stop chasing her dreams since young.,positive
She dreams of becoming a dentist in her future even though she knows it's gonna be a tough course and I'm glad she is half way towards her dreamland .,positive
"We were born in an ordinary family, financial stable will be the biggest challenge for us to go further study.",negative
"As for my sister, she never give up even once.",neutral
Her passion and enthusiasm toward every single step in her life journey never fails to impress me.,positive
Whenever it's possible she will join some charity events to give free dental checkup especially for the needy ones and she always encourage others to take care of their oral hygiene .I remember she told me once '' I wanted to make a full denture for mummy because I know she will love it as it's from me .,positive
I want to put on a bright smile on her face.,positive
:'),neutral
"She taught me the value or hardship, value of passionism, value of never give up , and eventually you will see the results.",neutral
All the best to you my lovely sister.,positive
Im proud of you ? [[PHOTO]],positive
The person who inspires me is my sister !,neutral
Why I say so ?!,neutral
Because she is tough person and she taught me alot as i was a blur person.,negative
She is my role model to me.,neutral
She has a good sense of fashion and i saw her how to match her fashion style.,positive
"And because of her , I know ZALORA .",neutral
Happy International Women's Day !,positive
<3,positive
Alice Yuen,neutral
"Appreciate your Initiative,  for giving an opportunity to work with Zalora.",neutral
??,neutral
Who is that in the middle?,neutral
He's ugly,negative
Brp ni..bgmana caranya mahu order,neutral
pm,neutral
This is so adorable.,positive
They are absolute darlings!,positive
Joessa DelaTorre Habab,neutral
Order mo raw c kyla,negative
Beautiful colour combination.,positive
Thanks!,positive
<3,positive
i do inbox you,neutral
menyesal order kat zalora...,neutral
kalau tau baik beli online direct je... [[PHOTO]],positive
membuang masa jer... pastu nak kena order balik... duit dah bayar.. return duit masa 14hari plak tu... tak pernah nak follow up ngan costumer...,neutral
Hai Rozilla.,neutral
Selamat petang.,neutral
Maafkan kami.,neutral
Kami sekarang sedang semak jika pihak kami boleh menghantar semula order: 208131415 kepada anda.,neutral
Sila beri kami sedikit masa.,neutral
Terima kasih.,neutral
Hai!,neutral
Ini ialah nombor tracking baru anda: 4594019614 .,neutral
Anda boleh semak di: http://intranet.gdexpress.com/official/etracking.php .,neutral
Sila berikan 24 jam untuk status untuk dikemaskini di E Tracker kerana kami percaya mereka sedang memproses pesanan anda sekarang.,neutral
:) [[SHARE]],positive
[[PHOTO]],neutral
Jangan risau.,neutral
Kami sudah membuat reorder untuk anda.,neutral
Refund anda dibatalkan :),positive
sekiranya barang tak sampai hari ni... sila proceed utk refund...,neutral
dah tawar hati utk menunggu [[PHOTO]],neutral
"Penghantaran akan mengambil masa 1-3 hari bekerja, kerana kami baru sahaja menukar kurier untuk anda.",neutral
Kami harap anda boleh beri sedikit lagi masa.,neutral
Saya pernah order Dan ia sangat cepat dan murah (y),neutral
:D Terima kasih Fariss <3,positive
"Really love the service, arrives within 3 days max, looking forward for another purchase ??",positive
Leonardo won Oscar!,neutral
February is definitely the most awesome month of 2016 ;),positive
[[STICKER]],neutral
Who's the guy on the right?,positive
"Our one and only Chief Marketing Officer, Tito Costa ;) Read more about him and the rest of our Style Insiders at http://www.zalora.com.my/magazine/story/meet-our-style-insiders_983652 and http://www.zalora.com.my/magazine/story/meet-our-style-insiders_983653 Have fun!",positive
Hai..zalora sy tak pandai beli barangan melalui on9..so zalora ada tak services utk pelanggan membeli melalui whatsapp?,neutral
Maaf.,neutral
Kami hanya beroperasi secara online.,neutral
:(,negative
Price,neutral
What a gorgeous combo!,positive
(Y),neutral
queen bee,neutral
He still alive,positive
Hy zalora... sy ada oder barang kat zalora... agak2 nya bila ye barang tu akan sampai.. no oder 202536175,neutral
Ada jual tak jeans colour like skin/cream/cokelat muda..,neutral
Hai!,neutral
Anda boleh ke link: http://www.zalora.com.my/men/clothing/jeans/?color=brown&sort=popularity&dir=desc&category_id=28 [[SHARE]],neutral
whats the real name of mich or mitch?,positive
"Error error error during checkout, please fix",neutral
Ingin menjana income RM900 sehari?,neutral
"PERCUMA je... Tiada apa-apa bayaran dikenakan ( kalau rasa program ini menipu, anda tidak rugi apa-apa sebab tak keluar modal pun).",neutral
Anda hanya perlu open link dibawah dan register.,neutral
Anda akan terus dapat USD20 x 4.4 = RM81.61.,neutral
"Setelah dapat link anda sendiri, copy ayat saya ini..paste ke Facebook, Twitter,  Whatssap dan sebagainya.",neutral
"Setiap orang yang buka link anda, anda akan dibayar.",neutral
MUDAH kan??,neutral
Anda boleh pilih nak masuk ke akaun @ cek dipos ke alamat rumah anda.,neutral
INGAT!!!,neutral
Anda tak rugi apa-apa.,neutral
Klik link dibawah...  Bukan sekadar membantu anda sahaja bahkan mampu membantu keluarga anda.,neutral
Kalau tak percaya join dulu baru anda tahu macam mana.,neutral
Klik link ini utk maklumat lanjut...,neutral
????????????,neutral
http://YouthToEarn.com/?ref=111856 [[SHARE]],neutral
hello..plez..sy nak batalkan pesanan sy.,neutral
No pesanan  209983185,neutral
"Error error error during checkout, please fix",neutral
Sharon Loh,neutral
How much?,positive
1 set brapa,neutral
Dzarifah Abu Bakar,neutral
please check my parcel  206886995,neutral
Hi there Afiq.,neutral
Please kindly PM us.,positive
Thanks so much :),positive
1 and 4,neutral
2 dan 4,neutral
7,neutral
Next!,neutral
ARE YOU  SEEKING  FOR RICH SUGAR  MUMMY /DADDY,positive
"Welcome to Malaysia finest, reliable dating agency with good track records.We have a wonderful influential network of clients ranging from executive, honorable s, personality, hotel owners and gold men and women, and we have very influential connected sugar mummies/dadies/gay and lesbian all over Malaysia.",positive
Be among the people to get our exclusive connections.,neutral
"We are the best reliable, efficient in our job, get the opportunity to meet them (whatsapp +601131093052) now to get connected within 2 hours .",positive
"We have sugar mummies all over Malaysia who are willing to lavish money on you, with  contracts connections and assist you enter the entertainment industry and fashion industry, what they need is sexual satisfaction and they pay for the services.",positive
"(whatsapp No: +601131093052) payment RM3,600 PER-NIGHT NOTE:APPLICANT MUST BE ABOVE 17YRS OLD MUMMY AGE 32-50.",positive
(whatsaapp +601131093052!!!!!!!!!,neutral
!,neutral
"Zalora, still the best place to shop.",positive
<3,positive
Justin Yeoh,neutral
ok shop again??,positive
next month la...,neutral
Zara Abu Tahir zalora is doing the clothes for louise roe new show,positive
Waaa keren banget,neutral
What an awesome deal!,positive
!,neutral
WA!,neutral
I can't see mine!,neutral
Lol,positive
inilah dia Samantha Soong Miko Ng Kan Sook Yan Mabel Foong,neutral
When will i get my refund?,neutral
Hi there!,neutral
Please PM us the order number!,neutral
Thanks!,positive
ARE YOU  SEEKING  FOR RICH SUGAR  MUMMY /DADDY,positive
"Welcome to Malaysia finest, reliable dating agency with good track records.We have a wonderful influential network of clients ranging from executive, honorable s, personality, hotel owners and gold men and women, and we have very influential connected sugar mummies/dadies/gay and lesbian all over Malaysia.",positive
Be among the people to get our exclusive connections.,neutral
"We are the best reliable, efficient in our job, get the opportunity to meet them (whatsapp +601131093020) now to get connected within 2 hours .",positive
"We have sugar mummies all over Malaysia who are willing to lavish money on you, with  contracts connections and assist you enter the entertainment industry and fashion industry, what they need is sexual satisfaction and they pay for the services.",positive
"(whatsapp No: +601131093020) payment RM3,600 PER-NIGHT NOTE:APPLICANT MUST BE ABOVE 17YRS OLD MUMMY AGE 32-50.",positive
(whatsaapp +601131093020 !!!!!!!!!,neutral
!,neutral
ARE YOU  SEEKING  FOR RICH SUGAR  MUMMY /DADDY,positive
"Welcome to Malaysia finest, reliable dating agency with good track records.We have a wonderful influential network of clients ranging from executive, honorable s, personality, hotel owners and gold men and women, and we have very influential connected sugar mummies/dadies/gay and lesbian all over Malaysia.",positive
Be among the people to get our exclusive connections.,neutral
"We are the best reliable, efficient in our job, get the opportunity to meet them (whatsapp +601131093020) now to get connected within 2 hours .",positive
"We have sugar mummies all over Malaysia who are willing to lavish money on you, with  contracts connections and assist you enter the entertainment industry and fashion industry, what they need is sexual satisfaction and they pay for the services.",positive
"(whatsapp No: +601131093020) payment RM3,600 PER-NIGHT NOTE:APPLICANT MUST BE ABOVE 17YRS OLD MUMMY AGE 32-50.",positive
(whatsaapp +601131093020 !!!!!!!!!,neutral
!,neutral
Best,positive
ARE YOU  SEEKING  FOR RICH SUGAR  MUMMY /DADDY,positive
"Welcome to Malaysia finest, reliable dating agency with good track records.We have a wonderful influential network of clients ranging from executive, honorable s, personality, hotel owners and gold men and women, and we have very influential connected sugar mummies/dadies/gay and lesbian all over Malaysia.",positive
Be among the people to get our exclusive connections.,neutral
"We are the best reliable, efficient in our job, get the opportunity to meet them (whatsapp +601131093020) now to get connected within 2 hours .",positive
"We have sugar mummies all over Malaysia who are willing to lavish money on you, with  contracts connections and assist you enter the entertainment industry and fashion industry, what they need is sexual satisfaction and they pay for the services.",positive
"(whatsapp No: +601131093020) payment RM3,600 PER-NIGHT NOTE:APPLICANT MUST BE ABOVE 17YRS OLD MUMMY AGE 32-50.",positive
(whatsaapp +601131093020 !!!!!!!!!,neutral
!,neutral
Recently I've been having problems with making app purchases.,neutral
There's an error saying that there's a problem processing my payment.,neutral
I tried to call the number provided but never seems to be available!,positive
Ive buy 3 item but why i only received 2 item?,neutral
Worst co!,negative
Hi!,neutral
We've replied to you :),positive
still tak dapat refund.,neutral
Are you guys doing your job or not?,neutral
ARE YOU  SEEKING  FOR RICH SUGAR  MUMMY /DADDY,positive
"Welcome to Malaysia finest, reliable dating agency with good track records.We have a wonderful influential network of clients ranging from executive, honorable s, personality, hotel owners and gold men and women, and we have very influential connected sugar mummies/dadies/gay and lesbian all over Malaysia.",positive
Be among the people to get our exclusive connections.,neutral
"We are the best reliable, efficient in our job, get the opportunity to meet them (whatsapp +601131093020) now to get connected within 2 hours .",positive
"We have sugar mummies all over Malaysia who are willing to lavish money on you, with  contracts connections and assist you enter the entertainment industry and fashion industry, what they need is sexual satisfaction and they pay for the services.",positive
"(whatsapp No: +601131093020) payment RM3,600 PER-NIGHT NOTE:APPLICANT MUST BE ABOVE 17YRS OLD MUMMY AGE 32-50.",positive
(whatsaapp +601131093020 !!!!!!!!!,neutral
!,neutral
Pls follow my link before making and decision,neutral
https://www.facebook.com/ZaloraMalaysia/posts/1008871882510216,neutral
Your apps is really fucking annoying!!!!,negative
Always crashes,neutral
https://www.facebook.com/ZaloraMalaysia/posts/1008871882510216,neutral
https://www.facebook.com/ZaloraMalaysia/posts/1008871882510216,neutral
https://www.facebook.com/ZaloraMalaysia/posts/1008871882510216,neutral
Velvet is always beautiful,positive
https://www.facebook.com/ZaloraMalaysia/posts/1008871882510216,neutral
ARE YOU SEEKING FOR RICH SUGAR MUMMY/DADDY,positive
"Welcome to Malaysia Singapore finest, reliable dating agency with good track records.We have a wonderful influential network of clients ranging from officials, executive, honorable s, personality, hotel owners and gold men and women, and we have very influential connected sugar mummies/dadies/gay and lesbian all over Malaysia.",positive
Be among the people to get our exclusive connections.,neutral
"We are the best reliable, efficient in our job, get the opportunity to meet them (whatsapp +60149631638) now to get connected within 2 hours .",positive
"We have sugar mummies all over Malaysia,Singapore who are willing to lavish money on you, with  contracts connections and even assist you get a job, enter the entertainment industry and fashion industry, what they need is sexual satisfaction and they pay for the services.",positive
"(whatsapp No: +60149631638) payment RM3,600 PER-NIGHT NOTE:APPLICANT MUST BE ABOVE 17YRS OLD MUMMY AGE 32-50.",positive
(whatsaapp +60149631638 !!!!!!!!!,neutral
!,neutral
https://www.facebook.com/ZaloraMalaysia/posts/1008871882510216,neutral
Topman's included or not?,neutral
No dear :(,negative
pm,neutral
LAZADA ONLINE REVOLUTION | FINAL SALE | 10/12 - 12/12 | UP TO 95% DISCOUNT,neutral
Use code SHOP15 or OMGLZD1212 for additional 15% discount up to RM50 | For new customer only,positive
Get 10% cashback when shop from ShopBack,neutral
"Love to Shop Online, Earn Cashback from your purchase.",positive
Only on @shopbackmy,neutral
https://www.shopback.my/r/Yn17mt,neutral
Lazada (10%),neutral
Taobao (10%),neutral
Zalora (12%),neutral
Qoo10 (10%),neutral
Groupon (7%),neutral
Agoda (RM30),neutral
AirAsiaGo (8%),neutral
Expedia (8%),neutral
AliExpress (6%),neutral
Ensogo (6%),neutral
FoodPanda (8%),neutral
Tmall (10%),neutral
FashionValet (5%),neutral
Luxola (7%),neutral
Hotels.com (6%),neutral
Poplook (5%) And many more,positive
Register now,neutral
https://www.shopback.my/r/Yn17mt,neutral
#cashback #onlineshoppong #shopback #lazada #qoo10 #zalora #ensogo #foodpanda #groupon #taobao #agoda #airasiago #expedia [[SHARE]],neutral
pm,neutral
I cant shopping because all of my wishlist was out of stock,neutral
"Please restock topman, bellfield.",neutral
I will survive then,neutral
HAHA SOOO cute !,positive
We totally agree!,neutral
:),positive
agreeeeee!,neutral
Ninad Sree Ameelia Loo AR Mukundan Ally Lilith,neutral
you made thisss?,neutral
[[STICKER]],neutral
Ninad Sree except the character,neutral
"ARE YOU SEEKING FOR SUGAR MUMMIES,Welcome to Malaysia finest, reliable dating agency with good track records.We have a wonderful influential network of clients ranging from government officials, executive, honorable s, personality, hotel owners and gold men and women, and we have very influential connected sugar mummies/dadies/gay and lesbian all over Malaysia.",positive
Be among the people to get our exclusive connections.,neutral
"We are the best reliable, efficient in our job, get the opportunity to meet them (whatsapp +60149631638) now to get connected within 1 hours .",positive
"We have sugar mummies all over Malaysia who are willing to lavish money on you, with  contracts connections and even assist you get a job, enter the entertainment industry and fashion industry, what they need is sexual satisfaction and they pay for the services",positive
